FIPS,State,"County, State",2011 Food Insecurity Rate,Number of Food Insecure Persons in 2011,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2011 Child Food Insecurity Rate,Number of Food Insecure Children in 2011,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted Annual Food Budget Shortfall
5051,AR,"Garland County, Arkansas",17.60%,"16,850",130%,SNAP,185%,Other Nutrition Program,55.50%,17.00%,27.50%,28.30%,5700,76%,25%,$2.57 ,"$7,059,820.00 "
5053,AR,"Grant County, Arkansas",12.90%,"2,300",130%,SNAP,185%,Other Nutrition Program,38.50%,23.10%,38.40%,22.00%,940,63%,37%,$2.67 ,"$1,001,150.00 "
5055,AR,"Greene County, Arkansas",17.70%,"7,390",130%,SNAP,185%,Other Nutrition Program,53.80%,18.70%,27.50%,28.00%,2950,76%,24%,$2.58 ,"$3,108,310.00 "
5057,AR,"Hempstead County, Arkansas",20.80%,"4,720",130%,SNAP,185%,Other Nutrition Program,56.10%,25.20%,18.80%,28.90%,1720,74%,26%,$2.44 ,"$1,877,550.00 "
5059,AR,"Hot Spring County, Arkansas",15.80%,"5,190",130%,SNAP,185%,Other Nutrition Program,43.80%,30.00%,26.30%,22.70%,1750,83%,17%,$2.61 ,"$2,208,350.00 "
5061,AR,"Howard County, Arkansas",19.90%,"2,740",130%,SNAP,185%,Other Nutrition Program,59.30%,22.30%,18.40%,28.20%,1030,81%,19%,$2.54 ,"$1,134,610.00 "
5063,AR,"Independence County, Arkansas",17.60%,"6,390",130%,SNAP,185%,Other Nutrition Program,57.20%,16.70%,26.10%,31.80%,2770,74%,26%,$2.49 ,"$2,593,950.00 "
5065,AR,"Izard County, Arkansas",16.90%,"2,290",130%,SNAP,185%,Other Nutrition Program,50.00%,27.60%,22.50%,28.50%,740,93%,7%,$2.53 ,"$944,530.00 "
5067,AR,"Jackson County, Arkansas",21.40%,"3,850",130%,SNAP,185%,Other Nutrition Program,53.10%,20.10%,26.80%,32.70%,1210,77%,23%,$2.57 ,"$1,613,080.00 "
5069,AR,"Jefferson County, Arkansas",25.90%,"20,100",130%,SNAP,185%,Other Nutrition Program,50.30%,21.10%,28.60%,23.80%,4450,68%,32%,$2.67 ,"$8,749,200.00 "
5071,AR,"Johnson County, Arkansas",16.20%,"4,120",130%,SNAP,185%,Other Nutrition Program,59.90%,25.90%,14.20%,29.40%,1860,77%,23%,$2.52 ,"$1,692,620.00 "
5073,AR,"Lafayette County, Arkansas",22.10%,"1,700",130%,SNAP,185%,Other Nutrition Program,60.60%,26.50%,12.90%,25.60%,470,72%,28%,$2.65 ,"$734,440.00 "
5075,AR,"Lawrence County, Arkansas",18.90%,"3,270",130%,SNAP,185%,Other Nutrition Program,60.30%,21.30%,18.40%,33.80%,1340,87%,13%,$2.54 ,"$1,354,070.00 "
5077,AR,"Lee County, Arkansas",27.80%,"2,940",130%,SNAP,185%,Other Nutrition Program,54.10%,30.00%,15.80%,28.70%,650,69%,31%,$2.57 ,"$1,231,800.00 "
5079,AR,"Lincoln County, Arkansas",22.20%,"3,140",130%,SNAP,185%,Other Nutrition Program,49.30%,18.60%,32.00%,29.60%,840,82%,18%,$2.63 ,"$1,346,310.00 "
5081,AR,"Little River County, Arkansas",17.30%,"2,270",130%,SNAP,185%,Other Nutrition Program,47.60%,26.80%,25.60%,24.30%,750,75%,26%,$2.53 ,"$936,280.00 "
5083,AR,"Logan County, Arkansas",15.40%,"3,460",130%,SNAP,185%,Other Nutrition Program,54.70%,24.30%,21.00%,27.20%,1520,88%,12%,$2.44 ,"$1,376,340.00 "
5085,AR,"Lonoke County, Arkansas",14.90%,"9,980",130%,SNAP,185%,Other Nutrition Program,44.80%,16.20%,39.10%,23.30%,4300,65%,36%,$2.67 ,"$4,344,130.00 "
5087,AR,"Madison County, Arkansas",15.00%,"2,350",130%,SNAP,185%,Other Nutrition Program,65.60%,18.60%,15.80%,27.70%,1060,88%,12%,$2.52 ,"$965,450.00 "
5089,AR,"Marion County, Arkansas",15.90%,"2,650",130%,SNAP,185%,Other Nutrition Program,50.40%,29.00%,20.50%,27.30%,840,82%,18%,$2.58 ,"$1,114,620.00 "
5091,AR,"Miller County, Arkansas",19.50%,"8,430",130%,SNAP,185%,Other Nutrition Program,52.80%,18.90%,28.20%,26.70%,2840,69%,31%,$2.64 ,"$3,628,210.00 "
5093,AR,"Mississippi County, Arkansas",25.10%,"11,690",130%,SNAP,185%,Other Nutrition Program,58.80%,21.30%,19.80%,30.80%,4050,70%,30%,$2.60 ,"$4,955,060.00 "
5095,AR,"Monroe County, Arkansas",24.10%,"2,010",130%,SNAP,185%,Other Nutrition Program,61.00%,26.80%,12.30%,26.30%,520,69%,31%,$2.52 ,"$825,770.00 "
5097,AR,"Montgomery County, Arkansas",15.50%,"1,470",130%,SNAP,185%,Other Nutrition Program,58.20%,20.60%,21.20%,28.80%,580,80%,21%,$2.54 ,"$608,710.00 "
5099,AR,"Nevada County, Arkansas",21.40%,"1,950",130%,SNAP,185%,Other Nutrition Program,56.10%,20.30%,23.60%,29.40%,660,69%,31%,$2.56 ,"$813,830.00 "
5101,AR,"Newton County, Arkansas",15.90%,"1,330",130%,SNAP,185%,Other Nutrition Program,72.10%,14.80%,13.10%,27.30%,480,95%,6%,$2.55 ,"$552,910.00 "
5103,AR,"Ouachita County, Arkansas",22.40%,"5,860",130%,SNAP,185%,Other Nutrition Program,56.60%,25.90%,17.50%,24.20%,1490,78%,23%,$2.70 ,"$2,579,420.00 "
5105,AR,"Perry County, Arkansas",14.90%,"1,550",130%,SNAP,185%,Other Nutrition Program,50.60%,20.40%,29.00%,23.90%,560,81%,19%,$2.69 ,"$679,740.00 "
5107,AR,"Phillips County, Arkansas",30.20%,"6,670",130%,SNAP,185%,Other Nutrition Program,67.70%,28.60%,3.70%,29.20%,1840,65%,35%,$2.54 ,"$2,761,980.00 "
5109,AR,"Pike County, Arkansas",17.40%,"1,960",130%,SNAP,185%,Other Nutrition Program,56.80%,17.60%,25.60%,29.60%,840,71%,29%,$2.57 ,"$821,200.00 "
5111,AR,"Poinsett County, Arkansas",20.00%,"4,930",130%,SNAP,185%,Other Nutrition Program,64.40%,22.40%,13.30%,33.30%,2010,82%,18%,$2.54 ,"$2,041,460.00 "
5113,AR,"Polk County, Arkansas",16.20%,"3,330",130%,SNAP,185%,Other Nutrition Program,60.80%,22.70%,16.50%,32.00%,1570,87%,13%,$2.49 ,"$1,351,770.00 "
5115,AR,"Pope County, Arkansas",16.60%,"10,180",130%,SNAP,185%,Other Nutrition Program,54.20%,17.40%,28.50%,28.20%,4010,73%,27%,$2.61 ,"$4,331,610.00 "
5117,AR,"Prairie County, Arkansas",17.50%,"1,530",130%,SNAP,185%,Other Nutrition Program,50.20%,32.70%,17.10%,23.80%,460,77%,23%,$2.64 ,"$658,500.00 "
5119,AR,"Pulaski County, Arkansas",20.50%,"77,720",130%,SNAP,185%,Other Nutrition Program,45.10%,20.40%,34.60%,22.00%,20240,63%,37%,$2.69 ,"$34,083,630.00 "
5121,AR,"Randolph County, Arkansas",17.80%,"3,200",130%,SNAP,185%,Other Nutrition Program,55.70%,16.60%,27.70%,29.80%,1240,63%,37%,$2.52 ,"$1,314,650.00 "
5123,AR,"St. Francis County, Arkansas",28.30%,"7,970",130%,SNAP,185%,Other Nutrition Program,59.00%,23.10%,17.90%,29.00%,1980,73%,27%,$2.54 ,"$3,300,300.00 "
5125,AR,"Saline County, Arkansas",13.20%,"13,900",130%,SNAP,185%,Other Nutrition Program,34.90%,19.00%,46.10%,21.50%,5480,59%,41%,$2.74 ,"$6,209,060.00 "
5127,AR,"Scott County, Arkansas",16.20%,"1,820",130%,SNAP,185%,Other Nutrition Program,66.60%,17.30%,16.00%,30.40%,880,82%,19%,$2.45 ,"$726,940.00 "
5129,AR,"Searcy County, Arkansas",17.10%,"1,400",130%,SNAP,185%,Other Nutrition Program,67.70%,22.00%,10.30%,30.40%,520,89%,11%,$2.58 ,"$588,860.00 "
5131,AR,"Sebastian County, Arkansas",18.00%,"22,520",130%,SNAP,185%,Other Nutrition Program,55.40%,18.30%,26.30%,30.40%,9610,75%,25%,$2.45 ,"$8,994,880.00 "
5133,AR,"Sevier County, Arkansas",16.60%,"2,790",130%,SNAP,185%,Other Nutrition Program,78.20%,13.30%,8.50%,31.90%,1560,94%,6%,$2.50 ,"$1,137,120.00 "
5135,AR,"Sharp County, Arkansas",18.00%,"3,130",130%,SNAP,185%,Other Nutrition Program,61.50%,20.30%,18.20%,32.30%,1200,88%,12%,$2.49 ,"$1,270,590.00 "
5137,AR,"Stone County, Arkansas",17.70%,"2,190",130%,SNAP,185%,Other Nutrition Program,61.10%,17.00%,21.90%,33.10%,850,84%,16%,$2.55 ,"$910,430.00 "
5139,AR,"Union County, Arkansas",22.00%,"9,230",130%,SNAP,185%,Other Nutrition Program,52.60%,20.40%,27.00%,26.70%,2710,68%,32%,$2.63 ,"$3,957,480.00 "
5141,AR,"Van Buren County, Arkansas",18.40%,"3,170",130%,SNAP,185%,Other Nutrition Program,61.10%,13.30%,25.60%,34.60%,1250,77%,23%,$2.64 ,"$1,364,340.00 "
5143,AR,"Washington County, Arkansas",16.80%,"33,730",130%,SNAP,185%,Other Nutrition Program,57.10%,15.10%,27.90%,27.70%,14030,72%,28%,$2.48 ,"$13,637,310.00 "
5145,AR,"White County, Arkansas",17.20%,"13,070",130%,SNAP,185%,Other Nutrition Program,48.70%,17.80%,33.40%,26.60%,4840,71%,29%,$2.64 ,"$5,625,230.00 "
5147,AR,"Woodruff County, Arkansas",24.30%,"1,800",130%,SNAP,185%,Other Nutrition Program,55.20%,35.30%,9.50%,30.70%,510,80%,20%,$2.59 ,"$760,030.00 "
5149,AR,"Yell County, Arkansas",15.10%,"3,330",130%,SNAP,185%,Other Nutrition Program,61.90%,21.40%,16.70%,28.30%,1630,81%,19%,$2.45 ,"$1,330,060.00 "
6001,CA,"Alameda County, California",16.20%,"241,860",130%,SNAP,185%,Other Nutrition Program,39.50%,17.90%,42.60%,20.00%,67780,57%,43%,$3.02 ,"$119,078,060.00 "
6003,CA,"Alpine County, California",16.20%,190,130%,SNAP,185%,Other Nutrition Program,44.10%,19.60%,36.30%,23.20%,70,52%,48%,$3.01 ,"$93,240.00 "
6005,CA,"Amador County, California",13.90%,"5,320",130%,SNAP,185%,Other Nutrition Program,30.80%,19.10%,50.20%,22.30%,1440,58%,43%,$3.41 ,"$2,957,510.00 "
6007,CA,"Butte County, California",18.40%,"40,400",130%,SNAP,185%,Other Nutrition Program,56.40%,22.80%,20.80%,27.70%,12790,77%,23%,$2.78 ,"$18,309,940.00 "
6009,CA,"Calaveras County, California",14.60%,"6,680",130%,SNAP,185%,Other Nutrition Program,29.90%,21.30%,48.80%,21.40%,1930,48%,52%,$3.60 ,"$3,920,480.00 "
6011,CA,"Colusa County, California",19.80%,"4,210",130%,SNAP,185%,Other Nutrition Program,52.70%,19.90%,27.40%,33.30%,2120,79%,21%,$3.99 ,"$2,738,520.00 "
6013,CA,"Contra Costa County, California",13.80%,"143,070",130%,SNAP,185%,Other Nutrition Program,36.10%,15.80%,48.10%,19.10%,49440,53%,47%,$2.98 ,"$69,506,530.00 "
6015,CA,"Del Norte County, California",18.60%,"5,300",130%,SNAP,185%,Other Nutrition Program,52.50%,22.00%,25.60%,29.60%,1880,85%,16%,$2.88 ,"$2,488,450.00 "
6017,CA,"El Dorado County, California",13.10%,"23,520",130%,SNAP,185%,Other Nutrition Program,30.70%,16.80%,52.50%,20.00%,8290,50%,50%,$3.70 ,"$14,187,300.00 "
6019,CA,"Fresno County, California",20.80%,"191,450",130%,SNAP,185%,Other Nutrition Program,63.90%,16.40%,19.60%,33.70%,93010,79%,21%,$2.55 ,"$79,589,600.00 "
6021,CA,"Glenn County, California",18.10%,"5,080",130%,SNAP,185%,Other Nutrition Program,57.60%,20.30%,22.00%,29.70%,2350,76%,24%,$2.62 ,"$2,169,830.00 "
6023,CA,"Humboldt County, California",17.10%,"22,900",130%,SNAP,185%,Other Nutrition Program,55.30%,26.60%,18.10%,24.90%,6710,74%,26%,$2.69 ,"$10,042,650.00 "
6025,CA,"Imperial County, California",27.80%,"47,690",130%,SNAP,185%,Other Nutrition Program,57.70%,14.70%,27.70%,43.60%,21940,79%,21%,$2.28 ,"$17,726,500.00 "
6027,CA,"Inyo County, California",13.90%,"2,560",130%,SNAP,185%,Other Nutrition Program,44.00%,20.90%,35.00%,23.00%,920,57%,43%,$2.71 ,"$1,131,020.00 "
6029,CA,"Kern County, California",18.90%,"156,810",130%,SNAP,185%,Other Nutrition Program,61.90%,17.20%,20.90%,31.00%,78210,78%,22%,$2.62 ,"$66,978,560.00 "
6031,CA,"Kings County, California",19.90%,"30,360",130%,SNAP,185%,Other Nutrition Program,51.30%,20.10%,28.60%,32.00%,13540,77%,23%,$2.58 ,"$12,769,750.00 "
6033,CA,"Lake County, California",20.20%,"12,990",130%,SNAP,185%,Other Nutrition Program,57.80%,19.30%,22.90%,32.70%,4530,76%,24%,$3.22 ,"$6,819,080.00 "
6035,CA,"Lassen County, California",17.40%,"6,080",130%,SNAP,185%,Other Nutrition Program,31.20%,10.30%,58.50%,23.20%,1410,56%,44%,$2.97 ,"$2,943,880.00 "
6037,CA,"Los Angeles County, California",17.90%,"1,749,600",130%,SNAP,185%,Other Nutrition Program,54.20%,19.60%,26.20%,26.80%,650480,70%,30%,$2.86 ,"$815,765,960.00 "
6039,CA,"Madera County, California",18.20%,"27,230",130%,SNAP,185%,Other Nutrition Program,59.50%,19.30%,21.30%,32.20%,13750,81%,19%,$3.29 ,"$14,605,090.00 "
6041,CA,"Marin County, California",11.50%,"28,770",130%,SNAP,185%,Other Nutrition Program,30.60%,14.00%,55.40%,15.80%,8200,42%,58%,$3.25 ,"$15,243,480.00 "
6043,CA,"Mariposa County, California",15.00%,"2,750",130%,SNAP,185%,Other Nutrition Program,43.10%,28.90%,27.90%,28.10%,950,67%,33%,$2.67 ,"$1,197,030.00 "
6045,CA,"Mendocino County, California",15.80%,"13,860",130%,SNAP,185%,Other Nutrition Program,59.50%,23.00%,17.50%,26.80%,5230,77%,23%,$3.15 ,"$7,117,620.00 "
6047,CA,"Merced County, California",21.50%,"54,600",130%,SNAP,185%,Other Nutrition Program,63.50%,19.10%,17.40%,34.90%,28120,80%,20%,$2.71 ,"$24,122,520.00 "
6049,CA,"Modoc County, California",18.30%,"1,760",130%,SNAP,185%,Other Nutrition Program,58.40%,22.30%,19.40%,31.70%,670,77%,23%,$2.75 ,"$789,050.00 "
6051,CA,"Mono County, California",14.20%,"1,980",130%,SNAP,185%,Other Nutrition Program,50.10%,28.00%,21.90%,22.20%,660,75%,25%,$2.68 ,"$865,090.00 "
6053,CA,"Monterey County, California",16.40%,"67,590",130%,SNAP,185%,Other Nutrition Program,54.90%,19.80%,25.30%,28.10%,31010,74%,26%,$2.66 ,"$29,310,610.00 "
6055,CA,"Napa County, California",12.50%,"16,860",130%,SNAP,185%,Other Nutrition Program,41.50%,20.40%,38.10%,20.50%,6420,63%,37%,$3.25 ,"$8,933,090.00 "
6057,CA,"Nevada County, California",13.10%,"12,880",130%,SNAP,185%,Other Nutrition Program,37.40%,23.40%,39.20%,20.90%,4040,61%,39%,$3.90 ,"$8,189,200.00 "
6059,CA,"Orange County, California",12.70%,"379,690",130%,SNAP,185%,Other Nutrition Program,44.10%,18.70%,37.20%,20.80%,153490,60%,41%,$2.93 ,"$181,366,700.00 "
6061,CA,"Placer County, California",12.50%,"43,090",130%,SNAP,185%,Other Nutrition Program,28.30%,16.40%,55.30%,18.20%,15320,43%,57%,$3.15 ,"$22,128,290.00 "
6063,CA,"Plumas County, California",17.60%,"3,560",130%,SNAP,185%,Other Nutrition Program,42.40%,29.30%,28.30%,26.90%,1000,89%,11%,$3.71 ,"$2,153,200.00 "
6065,CA,"Riverside County, California",15.70%,"338,010",130%,SNAP,185%,Other Nutrition Program,49.10%,20.30%,30.60%,25.60%,157800,70%,30%,$2.69 ,"$148,232,220.00 "
6067,CA,"Sacramento County, California",17.30%,"243,470",130%,SNAP,185%,Other Nutrition Program,47.10%,21.30%,31.60%,23.80%,86390,69%,31%,$2.75 ,"$109,153,820.00 "
6069,CA,"San Benito County, California",16.00%,"8,790",130%,SNAP,185%,Other Nutrition Program,43.20%,14.50%,42.30%,26.80%,4330,59%,41%,$3.42 ,"$4,900,900.00 "
6071,CA,"San Bernardino County, California",16.50%,"334,420",130%,SNAP,185%,Other Nutrition Program,52.70%,19.80%,27.50%,26.10%,156230,71%,29%,$2.66 ,"$145,022,260.00 "
6073,CA,"San Diego County, California",15.00%,"459,180",130%,SNAP,185%,Other Nutrition Program,45.80%,18.30%,35.90%,22.50%,162320,63%,37%,$2.85 ,"$213,348,010.00 "
6075,CA,"San Francisco County, California",16.60%,"132,480",130%,SNAP,185%,Other Nutrition Program,43.00%,20.20%,36.90%,18.70%,20020,58%,42%,$3.42 ,"$73,864,740.00 "
6077,CA,"San Joaquin County, California",19.50%,"132,640",130%,SNAP,185%,Other Nutrition Program,49.90%,21.40%,28.70%,28.90%,58170,73%,27%,$2.67 ,"$57,735,980.00 "
6079,CA,"San Luis Obispo County, California",14.10%,"37,800",130%,SNAP,185%,Other Nutrition Program,44.10%,18.30%,37.50%,20.30%,10290,59%,42%,$3.03 ,"$18,672,190.00 "
6081,CA,"San Mateo County, California",11.70%,"83,560",130%,SNAP,185%,Other Nutrition Program,31.90%,16.50%,51.60%,17.10%,27130,48%,53%,$2.98 ,"$40,595,270.00 "
6083,CA,"Santa Barbara County, California",14.00%,"58,820",130%,SNAP,185%,Other Nutrition Program,54.30%,19.60%,26.10%,23.20%,22480,69%,31%,$2.73 ,"$26,178,720.00 "
6085,CA,"Santa Clara County, California",13.40%,"236,170",130%,SNAP,185%,Other Nutrition Program,35.50%,15.60%,48.90%,19.50%,83150,50%,50%,$2.96 ,"$113,966,500.00 "
6087,CA,"Santa Cruz County, California",15.60%,"40,390",130%,SNAP,185%,Other Nutrition Program,46.20%,18.40%,35.40%,24.00%,13180,63%,37%,$3.10 ,"$20,412,510.00 "
6089,CA,"Shasta County, California",18.10%,"32,110",130%,SNAP,185%,Other Nutrition Program,50.90%,24.10%,25.00%,27.70%,11130,76%,24%,$2.67 ,"$13,976,950.00 "
6091,CA,"Sierra County, California",16.50%,540,130%,SNAP,185%,Other Nutrition Program,43.60%,11.60%,44.80%,29.20%,160,53%,47%,$2.93 ,"$257,940.00 "
6093,CA,"Siskiyou County, California",19.60%,"8,770",130%,SNAP,185%,Other Nutrition Program,53.50%,25.50%,21.00%,30.40%,2820,75%,25%,$3.06 ,"$4,375,040.00 "
6095,CA,"Solano County, California",15.60%,"64,360",130%,SNAP,185%,Other Nutrition Program,34.30%,16.30%,49.40%,20.70%,21120,54%,46%,$2.68 ,"$28,119,760.00 "
6097,CA,"Sonoma County, California",13.50%,"64,790",130%,SNAP,185%,Other Nutrition Program,40.90%,19.60%,39.50%,21.20%,22580,58%,42%,$2.98 ,"$31,476,400.00 "
6099,CA,"Stanislaus County, California",19.20%,"98,380",130%,SNAP,185%,Other Nutrition Program,53.80%,18.70%,27.50%,30.80%,45550,73%,27%,$2.71 ,"$43,464,720.00 "
6101,CA,"Sutter County, California",20.20%,"19,000",130%,SNAP,185%,Other Nutrition Program,49.00%,25.70%,25.30%,31.10%,8110,78%,22%,$2.60 ,"$8,053,560.00 "
6103,CA,"Tehama County, California",18.70%,"11,790",130%,SNAP,185%,Other Nutrition Program,59.40%,26.80%,13.80%,31.50%,5090,86%,14%,$2.75 ,"$5,285,760.00 "
6105,CA,"Trinity County, California",19.40%,"2,660",130%,SNAP,185%,Other Nutrition Program,48.50%,23.70%,27.80%,31.20%,790,70%,30%,$2.77 ,"$1,201,220.00 "
6107,CA,"Tulare County, California",19.80%,"86,420",130%,SNAP,185%,Other Nutrition Program,70.90%,16.10%,13.00%,34.50%,49160,84%,16%,$2.61 ,"$36,771,860.00 "
6109,CA,"Tuolumne County, California",15.70%,"8,730",130%,SNAP,185%,Other Nutrition Program,39.90%,22.50%,37.60%,25.20%,2500,71%,29%,$3.41 ,"$4,853,210.00 "
6111,CA,"Ventura County, California",12.60%,"102,390",130%,SNAP,185%,Other Nutrition Program,41.00%,17.60%,41.40%,21.50%,45550,57%,43%,$2.99 ,"$49,910,220.00 "
6113,CA,"Yolo County, California",17.60%,"35,100",130%,SNAP,185%,Other Nutrition Program,52.30%,17.80%,29.80%,24.40%,10960,65%,35%,$2.74 ,"$15,679,000.00 "
6115,CA,"Yuba County, California",21.30%,"15,290",130%,SNAP,185%,Other Nutrition Program,54.30%,22.60%,23.10%,33.00%,6910,78%,22%,$2.44 ,"$6,082,160.00 "
8001,CO,"Adams County, Colorado",14.80%,"64,300",130%,SNAP,185%,Other Nutrition Program,48.40%,17.40%,34.20%,23.40%,29060,65%,35%,$2.62 ,"$27,464,590.00 "
8003,CO,"Alamosa County, Colorado",15.20%,"2,340",130%,SNAP,185%,Other Nutrition Program,65.50%,14.30%,20.20%,24.70%,940,80%,20%,$2.76 ,"$1,052,900.00 "
8005,CO,"Arapahoe County, Colorado",15.00%,"84,760",130%,SNAP,185%,Other Nutrition Program,41.80%,17.40%,40.80%,19.20%,27820,60%,40%,$2.80 ,"$38,690,980.00 "
8007,CO,"Archuleta County, Colorado",12.30%,"1,490",130%,SNAP,185%,Other Nutrition Program,41.00%,16.30%,42.70%,21.50%,520,83%,17%,$2.79 ,"$677,720.00 "
8009,CO,"Baca County, Colorado",11.90%,450,130%,SNAP,185%,Other Nutrition Program,63.20%,25.70%,11.20%,19.00%,160,73%,28%,$2.44 ,"$179,000.00 "
8011,CO,"Bent County, Colorado",15.90%,980,130%,SNAP,185%,Other Nutrition Program,42.40%,30.20%,27.30%,22.70%,240,88%,12%,$2.59 ,"$413,800.00 "
8013,CO,"Boulder County, Colorado",13.30%,"38,940",130%,SNAP,185%,Other Nutrition Program,45.50%,15.20%,39.30%,16.90%,10530,54%,46%,$3.08 ,"$19,552,730.00 "
8014,CO,"Broomfield County, Colorado",11.60%,"6,310",130%,SNAP,185%,Other Nutrition Program,25.50%,13.20%,61.30%,14.60%,2080,36%,64%,$3.25 ,"$3,343,290.00 "
8015,CO,"Chaffee County, Colorado",12.50%,"2,210",130%,SNAP,185%,Other Nutrition Program,44.70%,27.00%,28.30%,18.50%,550,79%,21%,$2.77 ,"$998,010.00 "
8017,CO,"Cheyenne County, Colorado",8.80%,200,130%,SNAP,185%,Other Nutrition Program,48.70%,31.50%,19.80%,15.20%,80,82%,18%,$2.61 ,"$85,100.00 "
8019,CO,"Clear Creek County, Colorado",10.90%,990,130%,SNAP,185%,Other Nutrition Program,29.70%,17.80%,52.60%,12.70%,220,25%,75%,$2.87 ,"$463,210.00 "
8021,CO,"Conejos County, Colorado",13.10%,"1,080",130%,SNAP,185%,Other Nutrition Program,76.40%,19.90%,3.70%,22.40%,520,93%,7%,$2.84 ,"$500,040.00 "
8023,CO,"Costilla County, Colorado",16.40%,580,130%,SNAP,185%,Other Nutrition Program,67.80%,12.60%,19.60%,33.00%,240,72%,28%,$2.84 ,"$268,540.00 "
8025,CO,"Crowley County, Colorado",15.50%,910,130%,SNAP,185%,Other Nutrition Program,42.80%,22.60%,34.60%,24.10%,200,88%,13%,$2.70 ,"$400,560.00 "
8027,CO,"Custer County, Colorado",11.20%,430,130%,SNAP,185%,Other Nutrition Program,57.80%,32.80%,9.40%,22.10%,150,85%,15%,$2.57 ,"$180,160.00 "
8029,CO,"Delta County, Colorado",14.30%,"4,380",130%,SNAP,185%,Other Nutrition Program,49.90%,23.60%,26.50%,22.90%,1520,71%,29%,$2.76 ,"$1,970,810.00 "
8031,CO,"Denver County, Colorado",18.20%,"107,490",130%,SNAP,185%,Other Nutrition Program,57.20%,16.80%,26.00%,25.00%,31900,69%,31%,$2.89 ,"$50,643,850.00 "
8033,CO,"Dolores County, Colorado",14.90%,300,130%,SNAP,185%,Other Nutrition Program,43.60%,22.20%,34.20%,21.50%,110,48%,52%,$3.03 ,"$148,190.00 "
8035,CO,"Douglas County, Colorado",9.50%,"26,710",130%,SNAP,185%,Other Nutrition Program,16.70%,10.70%,72.60%,12.60%,10780,29%,71%,$2.84 ,"$12,366,680.00 "
8037,CO,"Eagle County, Colorado",13.70%,"7,070",130%,SNAP,185%,Other Nutrition Program,39.80%,19.20%,41.00%,20.40%,2560,60%,40%,$2.78 ,"$3,204,240.00 "
8039,CO,"Elbert County, Colorado",9.70%,"2,210",130%,SNAP,185%,Other Nutrition Program,26.60%,11.00%,62.50%,16.00%,950,47%,53%,$2.88 ,"$1,037,640.00 "
8041,CO,"El Paso County, Colorado",15.20%,"93,150",130%,SNAP,185%,Other Nutrition Program,38.80%,19.60%,41.60%,20.30%,32520,61%,39%,$2.67 ,"$40,546,640.00 "
8043,CO,"Fremont County, Colorado",16.10%,"7,570",130%,SNAP,185%,Other Nutrition Program,37.60%,19.20%,43.20%,24.60%,1880,73%,27%,$2.64 ,"$3,258,070.00 "
8045,CO,"Garfield County, Colorado",13.70%,"7,640",130%,SNAP,185%,Other Nutrition Program,40.40%,19.10%,40.60%,20.90%,3160,60%,40%,$3.04 ,"$3,786,410.00 "
8047,CO,"Gilpin County, Colorado",12.50%,660,130%,SNAP,185%,Other Nutrition Program,38.20%,17.70%,44.10%,18.20%,170,58%,42%,$2.85 ,"$306,650.00 "
8049,CO,"Grand County, Colorado",12.50%,"1,830",130%,SNAP,185%,Other Nutrition Program,35.00%,26.00%,39.00%,18.60%,570,75%,25%,$2.91 ,"$868,170.00 "
8051,CO,"Gunnison County, Colorado",14.40%,"2,210",130%,SNAP,185%,Other Nutrition Program,49.40%,13.00%,37.60%,18.80%,530,51%,49%,$2.93 ,"$1,055,650.00 "
8053,CO,"Hinsdale County, Colorado",8.30%,60,130%,SNAP,185%,Other Nutrition Program,43.70%,16.60%,39.70%,21.30%,20,50%,51%,$3.15 ,"$30,810.00 "
8055,CO,"Huerfano County, Colorado",17.70%,"1,210",130%,SNAP,185%,Other Nutrition Program,63.40%,12.80%,23.80%,33.10%,420,82%,18%,$2.64 ,"$520,770.00 "
8057,CO,"Jackson County, Colorado",11.60%,170,130%,SNAP,185%,Other Nutrition Program,52.00%,23.60%,24.40%,22.70%,70,61%,39%,$3.15 ,"$87,300.00 "
8059,CO,"Jefferson County, Colorado",12.60%,"66,830",130%,SNAP,185%,Other Nutrition Program,31.90%,15.40%,52.70%,18.20%,21730,49%,51%,$2.87 ,"$31,269,010.00 "
8061,CO,"Kiowa County, Colorado",11.40%,200,130%,SNAP,185%,Other Nutrition Program,56.50%,34.80%,8.70%,16.90%,80,100%,0%,$2.56 ,"$83,470.00 "
8063,CO,"Kit Carson County, Colorado",11.60%,950,130%,SNAP,185%,Other Nutrition Program,53.00%,25.20%,21.80%,18.30%,340,81%,19%,$2.62 ,"$405,780.00 "
8065,CO,"Lake County, Colorado",17.50%,"1,230",130%,SNAP,185%,Other Nutrition Program,82.50%,12.80%,4.60%,29.50%,520,100%,0%,$3.13 ,"$627,640.00 "
8067,CO,"La Plata County, Colorado",12.60%,"6,420",130%,SNAP,185%,Other Nutrition Program,41.10%,21.40%,37.60%,17.50%,1810,61%,39%,$3.27 ,"$3,422,500.00 "
8069,CO,"Larimer County, Colorado",13.50%,"40,080",130%,SNAP,185%,Other Nutrition Program,45.80%,16.10%,38.10%,17.70%,11200,54%,46%,$2.99 ,"$19,537,080.00 "
