FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall 
5041,AR,"Desha County, Arkansas",26.50%,"3,530",130.00%,SNAP,185.00%,Other Nutrition Program,56.70%,15.50%,27.90%,28.70%,"1,020",85%,15%,$2.50 ,"$1,519,040 "
5043,AR,"Drew County, Arkansas",22.90%,"4,240",130.00%,SNAP,185.00%,Other Nutrition Program,51.30%,12.90%,35.80%,29.60%,"1,290",67%,33%,$2.45 ,"$1,788,080 "
5045,AR,"Faulkner County, Arkansas",16.10%,"17,490",130.00%,SNAP,185.00%,Other Nutrition Program,41.10%,18.10%,40.80%,23.20%,"6,030",54%,46%,$2.48 ,"$7,466,160 "
5047,AR,"Franklin County, Arkansas",15.60%,"2,840",130.00%,SNAP,185.00%,Other Nutrition Program,52.90%,32.60%,14.50%,27.40%,"1,210",68%,33%,$2.49 ,"$1,217,230 "
5049,AR,"Fulton County, Arkansas",16.60%,"2,030",130.00%,SNAP,185.00%,Other Nutrition Program,50.90%,28.90%,20.30%,29.50%,790,70%,30%,$2.90 ,"$1,013,330 "
5051,AR,"Garland County, Arkansas",17.10%,"16,250",130.00%,SNAP,185.00%,Other Nutrition Program,47.40%,22.90%,29.70%,27.90%,"5,460",69%,31%,$2.36 ,"$6,601,170 "
5053,AR,"Grant County, Arkansas",13.40%,"2,360",130.00%,SNAP,185.00%,Other Nutrition Program,32.90%,26.90%,40.20%,22.10%,950,57%,43%,$2.43 ,"$987,130 "
5055,AR,"Greene County, Arkansas",17.10%,"7,070",130.00%,SNAP,185.00%,Other Nutrition Program,48.50%,25.80%,25.80%,28.30%,"2,860",68%,32%,$2.42 ,"$2,945,030 "
5057,AR,"Hempstead County, Arkansas",21.40%,"4,860",130.00%,SNAP,185.00%,Other Nutrition Program,51.10%,20.20%,28.70%,28.40%,"1,680",80%,20%,$2.36 ,"$1,974,260 "
5059,AR,"Hot Spring County, Arkansas",15.80%,"5,160",130.00%,SNAP,185.00%,Other Nutrition Program,39.40%,33.90%,26.70%,22.50%,"1,710",76%,24%,$2.43 ,"$2,158,300 "
5061,AR,"Howard County, Arkansas",19.50%,"2,690",130.00%,SNAP,185.00%,Other Nutrition Program,54.60%,20.80%,24.60%,28.00%,"1,010",77%,23%,$2.39 ,"$1,106,640 "
5063,AR,"Independence County, Arkansas",16.80%,"6,060",130.00%,SNAP,185.00%,Other Nutrition Program,48.00%,23.80%,28.30%,30.10%,"2,530",63%,37%,$2.40 ,"$2,503,450 "
5065,AR,"Izard County, Arkansas",17.60%,"2,410",130.00%,SNAP,185.00%,Other Nutrition Program,47.90%,26.90%,25.20%,29.10%,760,73%,27%,$2.42 ,"$1,003,890 "
5067,AR,"Jackson County, Arkansas",22.00%,"3,960",130.00%,SNAP,185.00%,Other Nutrition Program,51.10%,18.60%,30.40%,32.80%,"1,220",71%,29%,$2.46 ,"$1,676,820 "
5069,AR,"Jefferson County, Arkansas",24.90%,"19,540",130.00%,SNAP,185.00%,Other Nutrition Program,50.30%,10.30%,39.30%,23.90%,"4,520",91%,9%,$2.48 ,"$8,341,260 "
5071,AR,"Johnson County, Arkansas",16.00%,"4,040",130.00%,SNAP,185.00%,Other Nutrition Program,51.20%,37.50%,11.30%,29.40%,"1,800",64%,36%,$2.42 ,"$1,682,880 "
5073,AR,"Lafayette County, Arkansas",22.50%,"1,750",130.00%,SNAP,185.00%,Other Nutrition Program,60.00%,17.60%,22.40%,25.20%,430,91%,9%,$2.68 ,"$807,290 "
5075,AR,"Lawrence County, Arkansas",18.90%,"3,280",130.00%,SNAP,185.00%,Other Nutrition Program,51.80%,24.80%,23.50%,34.50%,"1,390",70%,30%,$2.47 ,"$1,394,530 "
5077,AR,"Lee County, Arkansas",26.50%,"2,830",130.00%,SNAP,185.00%,Other Nutrition Program,53.70%,12.40%,33.90%,27.30%,630,97%,3%,$2.75 ,"$1,339,600 "
5079,AR,"Lincoln County, Arkansas",22.80%,"3,230",130.00%,SNAP,185.00%,Other Nutrition Program,51.70%,15.00%,33.40%,30.30%,830,80%,20%,$2.53 ,"$1,406,630 "
5081,AR,"Little River County, Arkansas",18.60%,"2,440",130.00%,SNAP,185.00%,Other Nutrition Program,49.00%,24.70%,26.30%,25.70%,800,75%,25%,$2.45 ,"$1,028,990 "
5083,AR,"Logan County, Arkansas",15.50%,"3,510",130.00%,SNAP,185.00%,Other Nutrition Program,46.90%,23.60%,29.50%,26.50%,"1,480",64%,36%,$2.47 ,"$1,492,310 "
5085,AR,"Lonoke County, Arkansas",14.50%,"9,570",130.00%,SNAP,185.00%,Other Nutrition Program,38.60%,18.40%,43.10%,23.10%,"4,170",52%,48%,$2.44 ,"$4,019,360 "
5087,AR,"Madison County, Arkansas",15.50%,"2,400",130.00%,SNAP,185.00%,Other Nutrition Program,48.10%,29.30%,22.60%,27.90%,"1,040",65%,35%,$2.46 ,"$1,016,250 "
5089,AR,"Marion County, Arkansas",17.20%,"2,880",130.00%,SNAP,185.00%,Other Nutrition Program,41.30%,39.60%,19.00%,28.40%,900,75%,25%,$2.44 ,"$1,209,590 "
5091,AR,"Miller County, Arkansas",17.60%,"7,560",130.00%,SNAP,185.00%,Other Nutrition Program,46.80%,18.90%,34.30%,23.60%,"2,480",72%,28%,$2.51 ,"$3,266,260 "
5093,AR,"Mississippi County, Arkansas",24.30%,"11,370",130.00%,SNAP,185.00%,Other Nutrition Program,55.30%,19.20%,25.50%,29.90%,"3,920",82%,18%,$2.44 ,"$4,775,360 "
5095,AR,"Monroe County, Arkansas",22.50%,"1,910",130.00%,SNAP,185.00%,Other Nutrition Program,56.00%,19.80%,24.20%,22.10%,450,97%,3%,$2.28 ,"$749,590 "
5097,AR,"Montgomery County, Arkansas",16.50%,"1,570",130.00%,SNAP,185.00%,Other Nutrition Program,52.80%,26.40%,20.70%,29.60%,620,64%,36%,$2.70 ,"$729,660 "
5099,AR,"Nevada County, Arkansas",21.40%,"1,960",130.00%,SNAP,185.00%,Other Nutrition Program,50.80%,12.70%,36.50%,27.50%,600,72%,29%,$2.74 ,"$924,400 "
5101,AR,"Newton County, Arkansas",17.20%,"1,440",130.00%,SNAP,185.00%,Other Nutrition Program,61.00%,21.30%,17.70%,26.50%,460,74%,27%,$2.72 ,"$674,200 "
5103,AR,"Ouachita County, Arkansas",21.80%,"5,740",130.00%,SNAP,185.00%,Other Nutrition Program,55.10%,19.40%,25.50%,23.30%,"1,440",93%,7%,$2.47 ,"$2,440,420 "
5105,AR,"Perry County, Arkansas",15.90%,"1,660",130.00%,SNAP,185.00%,Other Nutrition Program,45.60%,23.50%,30.90%,24.30%,570,67%,33%,$2.68 ,"$765,770 "
5107,AR,"Phillips County, Arkansas",28.40%,"6,360",130.00%,SNAP,185.00%,Other Nutrition Program,68.50%,9.60%,21.90%,26.90%,"1,740",100%,0%,$2.45 ,"$2,682,120 "
5109,AR,"Pike County, Arkansas",17.50%,"1,980",130.00%,SNAP,185.00%,Other Nutrition Program,52.00%,24.10%,23.90%,31.10%,920,60%,40%,$2.68 ,"$913,390 "
5111,AR,"Poinsett County, Arkansas",19.70%,"4,870",130.00%,SNAP,185.00%,Other Nutrition Program,54.60%,24.30%,21.10%,33.00%,"1,940",73%,28%,$2.44 ,"$2,045,380 "
5113,AR,"Polk County, Arkansas",16.40%,"3,360",130.00%,SNAP,185.00%,Other Nutrition Program,52.30%,32.90%,14.80%,30.90%,"1,510",70%,30%,$2.45 ,"$1,416,970 "
5115,AR,"Pope County, Arkansas",16.20%,"9,800",130.00%,SNAP,185.00%,Other Nutrition Program,47.00%,23.40%,29.60%,27.30%,"3,830",60%,40%,$2.46 ,"$4,149,700 "
5117,AR,"Prairie County, Arkansas",17.60%,"1,550",130.00%,SNAP,185.00%,Other Nutrition Program,42.70%,34.40%,23.00%,24.00%,450,76%,24%,$2.71 ,"$723,030 "
5119,AR,"Pulaski County, Arkansas",18.90%,"71,390",130.00%,SNAP,185.00%,Other Nutrition Program,42.20%,14.70%,43.10%,21.50%,"19,360",74%,26%,$2.45 ,"$30,106,420 "
5121,AR,"Randolph County, Arkansas",17.90%,"3,230",130.00%,SNAP,185.00%,Other Nutrition Program,49.90%,21.60%,28.50%,28.50%,"1,150",49%,51%,$2.43 ,"$1,351,030 "
5123,AR,"St. Francis County, Arkansas",26.70%,"7,550",130.00%,SNAP,185.00%,Other Nutrition Program,55.20%,11.10%,33.70%,27.60%,"1,910",97%,3%,$2.41 ,"$3,131,980 "
5125,AR,"Saline County, Arkansas",13.70%,"13,990",130.00%,SNAP,185.00%,Other Nutrition Program,33.00%,19.70%,47.30%,22.30%,"5,420",48%,52%,$2.52 ,"$6,068,400 "
5127,AR,"Scott County, Arkansas",16.60%,"1,870",130.00%,SNAP,185.00%,Other Nutrition Program,54.80%,30.20%,15.10%,31.00%,840,68%,32%,$2.47 ,"$795,050 "
5129,AR,"Searcy County, Arkansas",17.90%,"1,470",130.00%,SNAP,185.00%,Other Nutrition Program,57.00%,27.60%,15.40%,32.30%,550,71%,29%,$2.41 ,"$609,800 "
5131,AR,"Sebastian County, Arkansas",16.00%,"19,760",130.00%,SNAP,185.00%,Other Nutrition Program,48.10%,25.60%,26.40%,28.50%,"8,740",64%,36%,$2.35 ,"$7,993,010 "
5133,AR,"Sevier County, Arkansas",15.30%,"2,540",130.00%,SNAP,185.00%,Other Nutrition Program,66.80%,28.40%,4.80%,30.40%,"1,410",71%,29%,$2.43 ,"$1,062,420 "
5135,AR,"Sharp County, Arkansas",18.30%,"3,200",130.00%,SNAP,185.00%,Other Nutrition Program,52.30%,27.50%,20.10%,31.40%,"1,150",71%,29%,$2.45 ,"$1,349,500 "
5137,AR,"Stone County, Arkansas",18.20%,"2,250",130.00%,SNAP,185.00%,Other Nutrition Program,57.90%,27.10%,14.90%,32.40%,820,76%,24%,$2.41 ,"$933,370 "
5139,AR,"Union County, Arkansas",22.60%,"9,530",130.00%,SNAP,185.00%,Other Nutrition Program,49.70%,17.20%,33.10%,26.90%,"2,770",76%,24%,$2.49 ,"$4,084,580 "
5141,AR,"Van Buren County, Arkansas",18.70%,"3,220",130.00%,SNAP,185.00%,Other Nutrition Program,50.90%,24.30%,24.70%,34.40%,"1,210",66%,35%,$2.45 ,"$1,357,930 "
5143,AR,"Washington County, Arkansas",14.70%,"28,990",130.00%,SNAP,185.00%,Other Nutrition Program,48.00%,25.30%,26.80%,26.40%,"12,970",62%,38%,$2.34 ,"$11,676,690 "
5145,AR,"White County, Arkansas",16.30%,"12,210",130.00%,SNAP,185.00%,Other Nutrition Program,44.10%,23.70%,32.20%,26.20%,"4,610",62%,38%,$2.49 ,"$5,233,240 "
5147,AR,"Woodruff County, Arkansas",23.00%,"1,720",130.00%,SNAP,185.00%,Other Nutrition Program,52.20%,30.80%,17.00%,28.80%,490,87%,13%,$2.71 ,"$802,330 "
5149,AR,"Yell County, Arkansas",14.60%,"3,200",130.00%,SNAP,185.00%,Other Nutrition Program,53.50%,40.90%,5.60%,27.70%,"1,570",77%,23%,$2.41 ,"$1,327,460 "
6001,CA,"Alameda County, California",16.40%,"242,460",130.00%,SNAP,185.00%,Other Nutrition Program,39.60%,12.90%,47.50%,20.80%,"69,600",57%,43%,$2.82 ,"$117,691,430 "
6003,CA,"Alpine County, California",19.30%,230,130.00%,SNAP,185.00%,Other Nutrition Program,35.70%,15.40%,48.80%,25.30%,60,59%,41%,$2.55 ,"$100,950 "
6005,CA,"Amador County, California",16.50%,"6,310",130.00%,SNAP,185.00%,Other Nutrition Program,27.00%,15.80%,57.20%,21.70%,"1,390",47%,53%,$3.09 ,"$3,356,170 "
6007,CA,"Butte County, California",19.40%,"42,420",130.00%,SNAP,185.00%,Other Nutrition Program,53.90%,18.00%,28.10%,27.30%,"12,460",70%,30%,$2.59 ,"$18,911,500 "
6009,CA,"Calaveras County, California",18.00%,"8,290",130.00%,SNAP,185.00%,Other Nutrition Program,31.90%,16.80%,51.30%,24.20%,"2,150",47%,53%,$3.23 ,"$4,609,060 "
6011,CA,"Colusa County, California",20.70%,"4,390",130.00%,SNAP,185.00%,Other Nutrition Program,51.80%,28.10%,20.10%,34.70%,"2,110",71%,29%,$3.60 ,"$2,720,340 "
6013,CA,"Contra Costa County, California",15.10%,"155,020",130.00%,SNAP,185.00%,Other Nutrition Program,34.00%,13.00%,53.00%,20.20%,"51,720",51%,50%,$2.77 ,"$73,913,390 "
6015,CA,"Del Norte County, California",20.00%,"5,700",130.00%,SNAP,185.00%,Other Nutrition Program,54.40%,11.70%,34.00%,30.40%,"1,870",75%,25%,$2.82 ,"$2,766,810 "
6017,CA,"El Dorado County, California",15.60%,"27,850",130.00%,SNAP,185.00%,Other Nutrition Program,28.50%,13.50%,58.00%,21.50%,"8,970",43%,57%,$3.29 ,"$15,771,640 "
6019,CA,"Fresno County, California",20.80%,"189,430",130.00%,SNAP,185.00%,Other Nutrition Program,59.20%,23.60%,17.20%,33.70%,"91,070",73%,27%,$2.37 ,"$77,277,440 "
6021,CA,"Glenn County, California",19.50%,"5,460",130.00%,SNAP,185.00%,Other Nutrition Program,52.80%,25.50%,21.60%,30.40%,"2,400",70%,31%,$2.47 ,"$2,321,370 "
6023,CA,"Humboldt County, California",17.80%,"23,740",130.00%,SNAP,185.00%,Other Nutrition Program,56.00%,17.10%,26.80%,24.50%,"6,450",72%,28%,$2.56 ,"$10,461,070 "
6025,CA,"Imperial County, California",27.60%,"46,400",130.00%,SNAP,185.00%,Other Nutrition Program,52.40%,31.80%,15.80%,43.80%,"21,520",68%,32%,$2.18 ,"$17,411,260 "
6027,CA,"Inyo County, California",14.90%,"2,740",130.00%,SNAP,185.00%,Other Nutrition Program,42.00%,21.30%,36.70%,22.40%,880,63%,37%,$3.47 ,"$1,636,570 "
6029,CA,"Kern County, California",19.90%,"162,430",130.00%,SNAP,185.00%,Other Nutrition Program,57.70%,23.50%,18.80%,31.70%,"77,700",74%,26%,$2.42 ,"$67,660,820 "
6031,CA,"Kings County, California",20.10%,"30,400",130.00%,SNAP,185.00%,Other Nutrition Program,49.90%,24.00%,26.10%,32.20%,"13,180",73%,27%,$2.31 ,"$12,087,630 "
6033,CA,"Lake County, California",22.40%,"14,400",130.00%,SNAP,185.00%,Other Nutrition Program,57.30%,18.40%,24.30%,32.80%,"4,450",77%,23%,$2.95 ,"$7,312,070 "
6035,CA,"Lassen County, California",19.10%,"6,700",130.00%,SNAP,185.00%,Other Nutrition Program,30.60%,6.30%,63.10%,25.40%,"1,520",52%,48%,$2.79 ,"$3,217,620 "
6037,CA,"Los Angeles County, California",16.80%,"1,636,110",130.00%,SNAP,185.00%,Other Nutrition Program,52.00%,23.40%,24.60%,26.60%,"643,640",69%,31%,$2.67 ,"$751,933,430 "
6039,CA,"Madera County, California",19.00%,"28,040",130.00%,SNAP,185.00%,Other Nutrition Program,55.80%,27.20%,17.00%,32.30%,"13,370",76%,24%,$2.98 ,"$14,383,010 "
6041,CA,"Marin County, California",12.30%,"30,540",130.00%,SNAP,185.00%,Other Nutrition Program,30.00%,9.70%,60.20%,16.80%,"8,530",39%,61%,$3.06 ,"$16,085,930 "
6043,CA,"Mariposa County, California",16.80%,"3,070",130.00%,SNAP,185.00%,Other Nutrition Program,43.70%,14.90%,41.40%,25.10%,860,53%,47%,$4.04 ,"$2,134,890 "
6045,CA,"Mendocino County, California",16.90%,"14,820",130.00%,SNAP,185.00%,Other Nutrition Program,57.10%,20.10%,22.70%,26.50%,"5,050",76%,24%,$2.89 ,"$7,372,280 "
6047,CA,"Merced County, California",21.80%,"54,530",130.00%,SNAP,185.00%,Other Nutrition Program,58.00%,29.70%,12.30%,34.90%,"27,590",74%,26%,$2.55 ,"$23,934,880 "
6049,CA,"Modoc County, California",19.60%,"1,890",130.00%,SNAP,185.00%,Other Nutrition Program,56.70%,21.90%,21.40%,30.30%,640,84%,17%,$3.51 ,"$1,141,890 "
6051,CA,"Mono County, California",14.60%,"2,020",130.00%,SNAP,185.00%,Other Nutrition Program,47.80%,19.40%,32.80%,22.80%,670,53%,47%,$3.67 ,"$1,276,070 "
6053,CA,"Monterey County, California",15.40%,"62,810",130.00%,SNAP,185.00%,Other Nutrition Program,49.80%,29.00%,21.20%,27.10%,"29,160",69%,31%,$2.51 ,"$27,136,770 "
6055,CA,"Napa County, California",13.40%,"17,980",130.00%,SNAP,185.00%,Other Nutrition Program,40.80%,18.60%,40.60%,20.90%,"6,420",59%,42%,$3.00 ,"$9,284,670 "
6057,CA,"Nevada County, California",15.40%,"15,150",130.00%,SNAP,185.00%,Other Nutrition Program,33.20%,17.80%,49.00%,21.50%,"4,170",53%,47%,$3.43 ,"$8,944,630 "
6059,CA,"Orange County, California",13.00%,"386,020",130.00%,SNAP,185.00%,Other Nutrition Program,41.20%,19.60%,39.30%,21.30%,"155,210",55%,45%,$2.73 ,"$181,396,160 "
6061,CA,"Placer County, California",14.50%,"48,700",130.00%,SNAP,185.00%,Other Nutrition Program,26.50%,12.10%,61.30%,19.40%,"16,080",35%,65%,$2.82 ,"$23,639,250 "
6063,CA,"Plumas County, California",20.00%,"4,090",130.00%,SNAP,185.00%,Other Nutrition Program,41.20%,19.40%,39.40%,27.70%,"1,030",77%,23%,$3.25 ,"$2,288,030 "
6065,CA,"Riverside County, California",17.40%,"367,720",130.00%,SNAP,185.00%,Other Nutrition Program,44.90%,24.10%,31.00%,26.90%,"161,640",64%,36%,$2.49 ,"$157,605,810 "
6067,CA,"Sacramento County, California",18.00%,"251,060",130.00%,SNAP,185.00%,Other Nutrition Program,45.80%,16.10%,38.20%,24.20%,"86,220",68%,32%,$2.51 ,"$108,469,310 "
6069,CA,"San Benito County, California",17.70%,"9,650",130.00%,SNAP,185.00%,Other Nutrition Program,39.80%,23.10%,37.10%,28.10%,"4,530",51%,49%,$3.12 ,"$5,182,480 "
6071,CA,"San Bernardino County, California",17.60%,"352,840",130.00%,SNAP,185.00%,Other Nutrition Program,48.60%,23.50%,27.80%,27.00%,"158,880",67%,33%,$2.45 ,"$148,798,840 "
6073,CA,"San Diego County, California",14.80%,"447,780",130.00%,SNAP,185.00%,Other Nutrition Program,44.10%,17.50%,38.40%,22.50%,"159,400",60%,40%,$2.68 ,"$206,564,230 "
6075,CA,"San Francisco County, California",14.90%,"117,740",130.00%,SNAP,185.00%,Other Nutrition Program,43.90%,14.50%,41.60%,19.10%,"20,020",59%,41%,$3.15 ,"$63,839,610 "
6077,CA,"San Joaquin County, California",20.30%,"137,000",130.00%,SNAP,185.00%,Other Nutrition Program,47.70%,21.90%,30.40%,29.60%,"58,320",68%,32%,$2.54 ,"$59,897,670 "
6079,CA,"San Luis Obispo County, California",15.10%,"40,080",130.00%,SNAP,185.00%,Other Nutrition Program,42.20%,13.80%,44.00%,20.80%,"10,320",53%,47%,$2.90 ,"$20,006,970 "
6081,CA,"San Mateo County, California",12.20%,"85,990",130.00%,SNAP,185.00%,Other Nutrition Program,31.40%,13.90%,54.70%,18.30%,"28,330",43%,57%,$2.82 ,"$41,740,020 "
6083,CA,"Santa Barbara County, California",13.70%,"57,130",130.00%,SNAP,185.00%,Other Nutrition Program,53.00%,21.70%,25.30%,23.20%,"21,960",66%,34%,$2.60 ,"$25,567,790 "
6085,CA,"Santa Clara County, California",14.00%,"243,570",130.00%,SNAP,185.00%,Other Nutrition Program,34.00%,14.60%,51.30%,20.80%,"86,480",45%,55%,$2.77 ,"$116,133,950 "
6087,CA,"Santa Cruz County, California",15.90%,"40,830",130.00%,SNAP,185.00%,Other Nutrition Program,44.00%,19.10%,36.90%,24.40%,"13,240",58%,43%,$2.92 ,"$20,521,910 "
6089,CA,"Shasta County, California",20.50%,"36,330",130.00%,SNAP,185.00%,Other Nutrition Program,49.20%,15.80%,34.90%,29.00%,"11,470",68%,32%,$2.46 ,"$15,383,530 "
6091,CA,"Sierra County, California",18.90%,640,130.00%,SNAP,185.00%,Other Nutrition Program,33.40%,5.90%,60.80%,27.70%,160,39%,62%,$2.55 ,"$280,920 "
6093,CA,"Siskiyou County, California",21.80%,"9,750",130.00%,SNAP,185.00%,Other Nutrition Program,51.40%,20.20%,28.40%,30.50%,"2,730",70%,31%,$2.93 ,"$4,917,310 "
6095,CA,"Solano County, California",16.80%,"69,040",130.00%,SNAP,185.00%,Other Nutrition Program,35.20%,12.50%,52.30%,21.30%,"21,760",57%,43%,$2.47 ,"$29,353,060 "
6097,CA,"Sonoma County, California",14.30%,"67,820",130.00%,SNAP,185.00%,Other Nutrition Program,39.50%,17.20%,43.30%,21.70%,"22,510",54%,47%,$2.80 ,"$32,686,730 "
6099,CA,"Stanislaus County, California",19.90%,"101,300",130.00%,SNAP,185.00%,Other Nutrition Program,49.90%,22.30%,27.80%,31.00%,"45,230",65%,35%,$2.55 ,"$44,463,670 "
6101,CA,"Sutter County, California",21.50%,"20,090",130.00%,SNAP,185.00%,Other Nutrition Program,44.90%,22.90%,32.20%,31.70%,"8,160",65%,36%,$2.32 ,"$8,022,760 "
6103,CA,"Tehama County, California",20.70%,"12,970",130.00%,SNAP,185.00%,Other Nutrition Program,56.80%,23.00%,20.20%,31.90%,"5,130",78%,23%,$2.45 ,"$5,469,680 "
6105,CA,"Trinity County, California",22.10%,"3,030",130.00%,SNAP,185.00%,Other Nutrition Program,44.80%,22.20%,33.10%,29.70%,680,65%,35%,$2.57 ,"$1,340,390 "
6107,CA,"Tulare County, California",20.10%,"86,160",130.00%,SNAP,185.00%,Other Nutrition Program,64.60%,29.10%,6.40%,34.50%,"47,730",77%,24%,$2.44 ,"$36,186,880 "
6109,CA,"Tuolumne County, California",18.00%,"10,110",130.00%,SNAP,185.00%,Other Nutrition Program,35.70%,17.60%,46.70%,24.40%,"2,400",66%,34%,$3.08 ,"$5,359,910 "
6111,CA,"Ventura County, California",13.30%,"107,490",130.00%,SNAP,185.00%,Other Nutrition Program,38.10%,20.50%,41.40%,22.20%,"46,550",52%,48%,$2.79 ,"$51,621,180 "
6113,CA,"Yolo County, California",17.50%,"34,420",130.00%,SNAP,185.00%,Other Nutrition Program,49.10%,16.80%,34.10%,25.10%,"11,100",59%,42%,$2.60 ,"$15,404,220 "
6115,CA,"Yuba County, California",22.80%,"16,220",130.00%,SNAP,185.00%,Other Nutrition Program,53.90%,20.40%,25.70%,33.70%,"6,760",74%,26%,$2.26 ,"$6,309,790 "
8001,CO,"Adams County, Colorado",14.90%,"63,460",130.00%,SNAP,185.00%,Other Nutrition Program,45.90%,22.30%,31.80%,24.20%,"29,030",62%,38%,$2.39 ,"$26,106,800 "
8003,CO,"Alamosa County, Colorado",15.20%,"2,330",130.00%,SNAP,185.00%,Other Nutrition Program,60.60%,19.10%,20.30%,25.90%,"1,010",67%,33%,$2.53 ,"$1,014,690 "
8005,CO,"Arapahoe County, Colorado",15.20%,"83,790",130.00%,SNAP,185.00%,Other Nutrition Program,41.30%,13.90%,44.70%,19.80%,"28,030",61%,39%,$2.53 ,"$36,489,540 "
8007,CO,"Archuleta County, Colorado",14.30%,"1,740",130.00%,SNAP,185.00%,Other Nutrition Program,38.40%,25.00%,36.60%,23.30%,730,73%,27%,$2.99 ,"$895,520 "
8009,CO,"Baca County, Colorado",12.50%,480,130.00%,SNAP,185.00%,Other Nutrition Program,61.50%,24.20%,14.30%,16.80%,140,81%,19%,$2.34 ,"$193,340 "
8011,CO,"Bent County, Colorado",17.00%,"1,040",130.00%,SNAP,185.00%,Other Nutrition Program,45.00%,23.50%,31.40%,24.90%,270,77%,23%,$2.70 ,"$483,340 "
8013,CO,"Boulder County, Colorado",13.40%,"38,920",130.00%,SNAP,185.00%,Other Nutrition Program,44.00%,12.10%,43.90%,18.20%,"11,190",50%,50%,$2.87 ,"$19,226,950 "
8014,CO,"Broomfield County, Colorado",12.10%,"6,410",130.00%,SNAP,185.00%,Other Nutrition Program,22.80%,13.10%,64.20%,16.00%,"2,220",32%,68%,$2.73 ,"$3,012,150 "
8015,CO,"Chaffee County, Colorado",14.30%,"2,510",130.00%,SNAP,185.00%,Other Nutrition Program,43.70%,19.80%,36.60%,20.50%,600,78%,22%,$2.61 ,"$1,127,640 "
8017,CO,"Cheyenne County, Colorado",11.10%,240,130.00%,SNAP,185.00%,Other Nutrition Program,45.60%,17.90%,36.50%,19.00%,100,66%,34%,$2.37 ,"$97,910 "
8019,CO,"Clear Creek County, Colorado",13.60%,"1,240",130.00%,SNAP,185.00%,Other Nutrition Program,33.40%,13.70%,52.90%,18.00%,310,37%,63%,$3.26 ,"$695,820 "
8021,CO,"Conejos County, Colorado",14.30%,"1,180",130.00%,SNAP,185.00%,Other Nutrition Program,68.80%,31.20%,0.00%,24.70%,580,78%,22%,$2.69 ,"$546,370 "
8023,CO,"Costilla County, Colorado",17.80%,630,130.00%,SNAP,185.00%,Other Nutrition Program,71.10%,21.30%,7.60%,36.40%,280,64%,36%,$2.78 ,"$301,470 "
8025,CO,"Crowley County, Colorado",18.40%,"1,080",130.00%,SNAP,185.00%,Other Nutrition Program,46.30%,16.30%,37.40%,26.50%,200,99%,1%,$2.44 ,"$453,600 "
8027,CO,"Custer County, Colorado",14.60%,570,130.00%,SNAP,185.00%,Other Nutrition Program,48.50%,26.10%,25.40%,24.00%,170,75%,25%,$2.76 ,"$270,790 "
8029,CO,"Delta County, Colorado",15.60%,"4,750",130.00%,SNAP,185.00%,Other Nutrition Program,48.50%,22.40%,29.20%,24.00%,"1,620",70%,30%,$2.51 ,"$2,052,220 "
8031,CO,"Denver County, Colorado",17.10%,"98,970",130.00%,SNAP,185.00%,Other Nutrition Program,56.20%,16.40%,27.40%,25.60%,"31,540",72%,28%,$2.58 ,"$43,952,030 "
8033,CO,"Dolores County, Colorado",22.00%,450,130.00%,SNAP,185.00%,Other Nutrition Program,47.50%,10.30%,42.20%,26.70%,120,54%,47%,$2.48 ,"$192,100 "
8035,CO,"Douglas County, Colorado",10.80%,"29,560",130.00%,SNAP,185.00%,Other Nutrition Program,14.40%,8.10%,77.50%,14.20%,"11,890",23%,77%,$2.56 ,"$13,025,670 "
8037,CO,"Eagle County, Colorado",13.20%,"6,690",130.00%,SNAP,185.00%,Other Nutrition Program,40.00%,20.30%,39.70%,21.10%,"2,570",56%,44%,$2.57 ,"$2,959,480 "
8039,CO,"Elbert County, Colorado",12.10%,"2,750",130.00%,SNAP,185.00%,Other Nutrition Program,19.60%,12.40%,68.00%,16.20%,950,39%,61%,$2.48 ,"$1,173,920 "
8041,CO,"El Paso County, Colorado",15.30%,"91,950",130.00%,SNAP,185.00%,Other Nutrition Program,38.40%,16.50%,45.10%,20.60%,"32,070",60%,40%,$2.45 ,"$38,776,930 "
8043,CO,"Fremont County, Colorado",17.30%,"8,110",130.00%,SNAP,185.00%,Other Nutrition Program,39.70%,15.40%,44.90%,24.20%,"1,970",88%,12%,$2.44 ,"$3,406,170 "
8045,CO,"Garfield County, Colorado",13.80%,"7,540",130.00%,SNAP,185.00%,Other Nutrition Program,34.80%,21.70%,43.40%,21.40%,"3,150",57%,43%,$2.69 ,"$3,491,240 "
8047,CO,"Gilpin County, Colorado",14.10%,720,130.00%,SNAP,185.00%,Other Nutrition Program,38.20%,10.40%,51.40%,22.00%,200,49%,51%,$2.44 ,"$302,400 "
8049,CO,"Grand County, Colorado",13.50%,"1,960",130.00%,SNAP,185.00%,Other Nutrition Program,33.00%,26.50%,40.50%,19.00%,570,68%,32%,$3.08 ,"$1,039,110 "
