,Organization,Address,City,State
0,Harvest Christian Ministries Soup Kitchen,275 River Rd Clarksburg MA 1247,Clarksburg,['MA']
1,Dracut Food Pantry,1934 Lakeview Ave # 11 Dracut MA 1826,Dracut,['MA']
2,Northborough Food Pantry,63 Main St Northborough MA 1532,Northborough,['MA']
3,Plumley Village East,16 Laurel St Worcester MA 1608,Worcester,['MA']
4,Rockland Food Pantry,12 Church St Rockland MA 2370,Rockland,['MA']
5,Word Of God Church,13 Wales Avenue Brockton MA 2302,Brockton,['MA']
6,The Wachusett Food Pantry Inc,50 Worcester Rd Sterling MA 1564,Sterling,['MA']
7,Nac Food Pantry,20 Highland St Whitinsville MA 1588,Whitinsville,['MA']
8,Chatham Food Pantry,625 Main St Chatham MA 2633,Chatham,['MA']
9,Parish Cupboard,1023 Main St West Springfield MA 1089,West Springfield,['MA']
10,Westfield Food Pantry,95 Meadow St Westfield MA 1085,Westfield,['MA']
11,Wellfleet Food Pantry,25 Lieutenant Island Rd Wellfleet MA 2667,Wellfleet,['MA']
12,Nantucket Food Pantry,10 Washington St Nantucket MA 2554,Nantucket,['MA']
13,Lorraines Soup Kitchen & Pantry,170 Pendexter Ave Chicopee MA 1013,Chicopee,['MA']
14,Good Hope Foods at Calvary Christian Church,47 Grove Street Lynnfield MA 1940,Lynnfield,['MA']
0,North East Neighborhood Food Pantry,342 Capital Ave NE Battle Creek MI 49017,Battle Creek,['MI']
1,Family Network Of Wyoming,1029 44th St SW Wyoming MI 49509,Wyoming,['MI']
2,Food Bank Of Eastern Michigan,2312 Lapeer Rd Flint MI 48503,Flint,['MI']
3,Greater Lansing Food Bank,919 Filley St Lansing MI 48906,Lansing,['MI']
4,Lean On Me Outreach Center,11555 Edgerton Ave NE Rockford MI 49341,Rockford,['MI']
5,Gleaners Community Food Bank,24140 Mound Rd Warren MI 48091,Warren,['MI']
6,Saint Christine Soup Kitchen,22261 Fenkell St Detroit MI 48223,Detroit,['MI']
7,East Side Soup Kitchen,940 E Genesee Ave Saginaw MI 48607,Saginaw,['MI']
8,God'S Kitchen,303 Division Ave S Grand Rapids MI 49503,Grand Rapids,['MI']
9,Sos Marysville Food Pantry,210 Huron Blvd Marysville MI 48040,Marysville,['MI']
10,Open Hands Food Pantry,26998 Woodward Ave Royal Oak MI 48067,Royal Oak,['MI']
11,Loaves & Fishes Food Pantry,1095 3rd St Ste 10 Muskegon MI 49441,Muskegon,['MI']
12,United Sisters Of Charity,16339 Rosa Parks Blvd Highland Park MI 48203,Highland Park,['MI']
13,Stone Soup Food Pantry,475 S Court St Lapeer MI 48446,Lapeer,['MI']
14,Homer Caring & Sharing Svc,102 W Main St Homer MI 49245,Homer,['MI']
15,Dansville Clothing & Food Bank,1361 E Mason St Dansville MI 48819,Dansville,['MI']
16,Yad Ezra,2850 11 Mile Rd Berkley MI 48072,Berkley,['MI']
17,Food Pantry St Vincent,50903 Maria St New Baltimore MI 48047,New Baltimore,['MI']
18,Holt Community Food Bank,2021 Aurelius Rd Holt MI 48842,Holt,['MI']
19,Greater Lansing Food Bank Root'S Farm,PO Box 16224 Lansing MI 48901,Lansing,['MI']
0,Midland County Emergency Food Pantry,503 S Saginaw Rd Midland MI 48640,Midland,['MI']
1,Shared Harvest Food Pantry,5924 Sterling Dr Howell MI 48843,Howell,['MI']
2,Kids Against Hunger Of Michigan,8600 Northend Ave Oak Park MI 48237,Oak Park,['MI']
3,American Saucery,10750 Capital St Oak Park MI 48237,Oak Park,['MI']
4,Christian Neighbors,122 Church St Wayland MI 49348,Wayland,['MI']
5,Food Bank,360 Cherry St Stockbridge MI 49285,Stockbridge,['MI']
6,Michigan Pantry,210 S River Ave Holland MI 49423,Holland,['MI']
7,Second Harvest Gleaners,864 W River Center Dr NE Comstock Park MI 49321,Comstock Park,['MI']
8,Kalamazoo Loaves & Fishes,901 Portage St Kalamazoo MI 49001,Kalamazoo,['MI']
9,The Truck Ministry,4333 58th St Holland MI 49423,Holland,['MI']
10,Leslie Outreach Inc,614 Mill St Leslie MI 49251,Leslie,['MI']
11,Capuchin Soup Kitchen Conner Kitchen,4390 Conner St Detroit MI 48215,Detroit,['MI']
12,Aasraa Food Pantry,2560 Black Pine Trail Dr Troy MI 48098,Troy,['MI']
13,Greater Lansing Good Bank,2116 Mint Rd Lansing MI 48906,Lansing,['MI']
14,Forgotten Harvest,21800 Greenfield Rd Oak Park MI 48237,Oak Park,['MI']
15,Westminster Food Pantry,47 Jefferson Ave SE Grand Rapids MI 49503,Grand Rapids,['MI']
16,Feeding America West Michigan Food Bank,864 W River Center Dr NE Comstock Park MI 49321,Comstock Park,['MI']
17,Jackson Community Food Pantry,701 Greenwood Ave Jackson MI 49203,Jackson,['MI']
18,Friends In Need -- A Mitzvah Indeed,Belleville MI 48111,Belleville,['MI']
19,Sears Food Pantry,5841 50th Ave Sears MI 49679,Sears,['MI']
0,Jvrf Unified Inc,39555 Orchard Hill Pl Suite 600 Novi MI 48375,Novi,['MI']
1,North End Community Ministry,214 Spencer St NE Grand Rapids MI 49505,Grand Rapids,['MI']
2,Our Savior Lutheran Food Bank,1515 W Holmes Rd Lansing MI 48910,Lansing,['MI']
3,Branch Area Food Pantry,22 Pierson St Coldwater MI 49036,Coldwater,['MI']
4,Holton Community Center,8772 Holton Duck Lake Rd Holton MI 49425,Holton,['MI']
5,Gleaners Community Food Bank,2826 Bagley St Detroit MI 48216,Detroit,['MI']
6,Saint Lukes Food Pantry,3115 Lawndale Ave Flint MI 48504,Flint,['MI']
7,Pete'S Party Store,25870 S River Rd Harrison Township MI 48045,Harrison Township,['MI']
8,Churches Intervention,16161 Winston St Detroit MI 48219,Detroit,['MI']
9,Mulliken Area Food Pantry,206 Main Street Mulliken MI 48861,Mulliken,['MI']
0,Second Harvest Northern Lakes,4503 Airpark Blvd Duluth MN 55811,Duluth,['MN']
1,Meeker County Emergency Food Shelf,118 N Sibley Ave Litchfield MN 55355,Litchfield,['MN']
2,Sand Stone Food Shelf,312 N Main St Sandstone MN 55072,Sandstone,['MN']
3,Isanti County Food Pantry Inc,304 Main St S Cambridge MN 55008,Cambridge,['MN']
4,Family Pathways,1575 1st Ave E Cambridge MN 55008,Cambridge,['MN']
5,Mora Food Pantry,214 Railroad Ave NW Ste 2 Mora MN 55051,Mora,['MN']
6,Chisholm Food Shelf,12 W. Lake St Chisholm MN 55719,Chisholm,['MN']
7,Eagan Resource Ctr,3904 Cedar Grove Pkwy Saint Paul MN 55122,Saint Paul,['MN']
8,N St Paul Area Food Shelf,2538 Seppala Blvd Saint Paul MN 55109,Saint Paul,['MN']
9,Princeton Pantry,104 6th Ave S Princeton MN 55371,Princeton,['MN']
10,Food Shelf Rush City,720 W 14th St Rush City MN 55069,Rush City,['MN']
11,Le Center Food Shelf,15 S Park Ave Le Center MN 56057,Le Center,['MN']
12,Peace Center Food Shelf,313 Columbus Ave N New Prague MN 56071,New Prague,['MN']
13,Food Shelf,101 Central Dr W Braham MN 55006,Braham,['MN']
14,Minneapolis Community Kollel,4820 Minnetonka Blvd Minneapolis MN 55416,Minneapolis,['MN']
15,The Eagan Resource Center,20730 Holyoke Ave Lakeville MN 55044,Lakeville,['MN']
16,Family Pathways Chisago,10586 Liberty Ln Chisago City MN 55013,Chisago City,['MN']
17,Family Pathways Food Pantry,12805 Lake Blvd Lindstrom MN 55045,Lindstrom,['MN']
18,Ruby'S Home & Away Ministries,39404 Grand Ave North Branch MN 55056,North Branch,['MN']
19,Echo Food Shelf,1014 S Front St Mankato MN 56001,Mankato,['MN']
0,Food Shelf,220 7th St SW Pine City MN 55063,Pine City,['MN']
1,Groveland Emergency Food Shelf,1900 Nicollet Ave Minneapolis MN 55403,Minneapolis,['MN']
2,Foodshelf,912 1st Ave SW Little Falls MN 56345,Little Falls,['MN']
3,Food Watch Inc,6800 Galway Dr Minneapolis MN 55439,Minneapolis,['MN']
4,Braham Area Food Shelf,1395 Regent St Braham MN 55006,Braham,['MN']
5,Food Shelf,523 Sinclair Lewis Ave Sauk Centre MN 56378,Sauk Centre,['MN']
6,Emergency Foodshelf Network,8501 54th Ave N Minneapolis MN 55428,Minneapolis,['MN']
7,Backpack Food Program,PO Box 5275 Mankato MN 56002,Mankato,['MN']
8,Hugo Good Neighbors Food Shelf,15106 Francesca Ave N Hugo MN 55038,Hugo,['MN']
9,Annandale Food Shelf,390 Annandale Blvd Annandale MN 55302,Annandale,['MN']
10,Premier Bank Rochester,421 1st St NW Rochester MN 55901,Rochester,['MN']
11,Braham Area Community Center,655 8th St SW Braham MN 55006,Braham,['MN']
12,St Paul Evangelistic Assoc Inc,631 Stryker Ave Saint Paul MN 55107,Saint Paul,['MN']
13,Acbc Emergency Food Shelf,2615 9th Ave Anoka MN 55303,Anoka,['MN']
14,Food Shelf-Southeast Central Stearns,401 Main St Cold Spring MN 56320,Cold Spring,['MN']
15,American Pantry,1660 Highway 100 S Minneapolis MN 55416,Minneapolis,['MN']
16,Food Shelf & Clothing Store,215 Cedar St Monticello MN 55362,Monticello,['MN']
17,Channel One Food Shelf,131 35th St SE Rochester MN 55904,Rochester,['MN']
18,Milaca Area Pantry Food Dist,120 2nd Ave SW Milaca MN 56353,Milaca,['MN']
19,Second Harvest North Central Food Bank,2222 Cromwell Grand Rapids MN 55744,Grand Rapids,['MN']
0,Meeker County Emergency Food Shelf,531 Atlantic Ave W Grove City MN 56243,Grove City,['MN']
1,Neighbors Helping Neighbors,301 Central Ave Nashwauk MN 55769,Nashwauk,['MN']
2,North Anoka Co Emergency Food,18511 Highway 65 NE # 200 Cedar MN 55011,Cedar,['MN']
3,Echo Food Shelf,614 N 2nd St Mankato MN 56001,Mankato,['MN']
4,Home And Away Ministries Ruby'S Pantry,1300 Northridge Ct NW Pine City MN 55063,Pine City,['MN']
5,Ogilvie Food Shelf,225 E George St Ogilvie MN 56358,Ogilvie,['MN']
6,Onamia Food Pantry,502 Main St Onamia MN 56359,Onamia,['MN']
7,Urban Ventures,3041 4th Ave S Minneapolis MN 55408,Minneapolis,['MN']
8,East Grand Forks Food Shelf,1715 3rd Ave NW East Grand Forks MN 56721,East Grand Forks,['MN']
9,Area Food Shelf,714 Atlantic Ave Thief River Falls MN 56701,Thief River Falls,['MN']
10,Becker County Food Pantry,1308 Rossman Ave Detroit Lakes MN 56501,Detroit Lakes,['MN']
11,Onamia Food Pantry,502 Main St E Detroit Lakes MN 56501,Detroit Lakes,['MN']
12,Dorothy Day Food Pantry,1308 Main Ave Moorhead MN 56560,Moorhead,['MN']
13,Lac Qui Parle Food Shalve,308 6th Ave S Madison MN 56256,Madison,['MN']
14,Pipestone Food Shelf,223 2nd St NW Pipestone MN 56164,Pipestone,['MN']
15,Mabel Area Food Shelf,202 Oak St N Mabel MN 55954,Mabel,['MN']
16,CAER Food Shelf,12621 Elk Lake Rd NW Elk River MN 55330,Elk River,['MN']
0,Full Harvest,2025 Barcelona Dr Florissant MO 63033,Florissant,['MO']
1,Community Kitchen,411 W Reed St Moberly MO 65270,Moberly,['MO']
2,Center City Christian Outreach,418 S Kimbrough Ave Springfield MO 65806,Springfield,['MO']
3,Southeast Missouri Food Bank,3920 Nash Rd Scott City MO 63780,Scott City,['MO']
4,Benton County Food Bank,121 Tower Dr Warsaw MO 65355,Warsaw,['MO']
5,Basket Of Plenty Food Pantry,4638 W Florissant Ave Saint Louis MO 63115,Saint Louis,['MO']
6,North Stone County Food Pantry,215 W Main St Crane MO 65633,Crane,['MO']
7,Union Food Pantry,115 W Locust St Union MO 63084,Union,['MO']
8,Sweet Springs Food Pantry,213 Main St Sweet Springs MO 65351,Sweet Springs,['MO']
9,Arnold Food Pantry And Thrift Store,2024 Key West Dr Arnold MO 63010,Arnold,['MO']
10,Holy Temple Food Pantry,5000 Washington Pl Saint Louis MO 63108,Saint Louis,['MO']
11,The Peace Pantry,6672 Veterans Dr Cedar Hill MO 63016,Cedar Hill,['MO']
12,Hartville Area Ministerial Alliance & Food Pantry,106 N Main St Hartville MO 65667,Hartville,['MO']
13,The Food Bank For Central Northeast Missouri,2101 Vandiver Dr Columbia MO 65202,Columbia,['MO']
0,Columbia Falls Food Bank,82 Railroad St E Columbia Falls MT 59912,Columbia Falls,['MT']
1,Hot Springs Food Pantry,100 Main Street Hot Springs MT 59845,Hot Springs,['MT']
2,West Shore Food Bank,140 Bills Rd Lakeside MT 59922,Lakeside,['MT']
3,Musselshell Cnty Food Bank,101 2nd St E Roundup MT 59072,Roundup,['MT']
4,Charlo Fire Hall,56648 Mt Highway 212 Charlo MT 59824,Charlo,['MT']
5,Nw Mt Veterans Food Pantry,1349 US Highway 2 E Kalispell MT 59901,Kalispell,['MT']
6,Billings Food Bank,2112 4th Ave N Billings MT 59101,Billings,['MT']
7,Missoula Food Bank,219 S 3rd St W Missoula MT 59801,Missoula,['MT']
8,Polson Loaves & Fish Food Pantry,904 1st St E Polson MT 59860,Polson,['MT']
9,Co-Op Downtown,44 E Main St Bozeman MT 59715,Bozeman,['MT']
10,Food Bank,602 Bond St Bozeman MT 59715,Bozeman,['MT']
11,Headwaters Area Food Bank,12 E Cedar St Three Forks MT 59752,Three Forks,['MT']
12,Community Cupboard Of Central Montana,322 W Broadway St Lewistown MT 59457,Lewistown,['MT']
13,Mission Valley Food Pantry,203 Blaine St St Ignatius MT 59865,St Ignatius,['MT']
14,Fish,1620 12th Ave N Great Falls MT 59401,Great Falls,['MT']
0,Flemington Area Food Pantry,154 Route 31 North Flemington NJ 8822,Flemington,['NJ']
1,C-U-M-A-C-E-C-H-O,223 Ellison St Paterson NJ 7505,Paterson,['NJ']
2,Community Food Bank O Nj,15 Evans Terminal Hillside NJ 7205,Hillside,['NJ']
3,Center For Food Action,316 1st St Hackensack NJ 7601,Hackensack,['NJ']
4,Apostles House Food Pantry,22 Grant St Newark NJ 7104,Newark,['NJ']
5,Office Of Concern Food Pantry At St Celia'S,55 W Demarest Ave Englewood NJ 7631,Englewood,['NJ']
6,New Hope Comm Ministries Food,331 N 11th St Prospect Park NJ 7508,Prospect Park,['NJ']
7,Helping Hand Food Pantry,349 Hillsdale Ave Hillsdale NJ 07642,Hillsdale,['NJ']
8,Apostles House,24 Grant St Newark NJ 7104,Newark,['NJ']
9,Community Center,1061 Steep Run Rd Millville NJ 8332,Millville,['NJ']
10,Linden Food Pantry,45 E Elm St Linden NJ 7036,Linden,['NJ']
11,Angel's Closet Foodbank,1800 E Broad Street Millville NJ 8332,Millville,['NJ']
0,Tana Thai Restaurant,134 North ave New Rochelle NY 10801,New Rochelle,['NY']
1,Montgomery Food Pantry,2200 State Route 208 Montgomery NY 12549,Montgomery,['NY']
2,The Center Of Compassion,7 Market Street Dover Plains NY 12522,Dover Plains,['NY']
3,Long Island Outreach Network,69 Railroad Ave Lake Ronkonkoma NY 11779,Lake Ronkonkoma,['NY']
4,Food Bank Of The Hudson Valley,195 Hudson St Cornwall On Hudson NY 12520,Cornwall On Hudson,['NY']
5,Tropical Treasures,32 Denise St Massapequa NY 11758,Massapequa,['NY']
6,Interfaith Emergency Food,70 Bedford Rd Pleasantville NY 10570,Pleasantville,['NY']
7,Spectrum Food Svc Inc,1123 Broadway New York NY 10010,New York,['NY']
8,Bay Shore Emergency Food Pantry,28 Brentwood Rd Bay Shore NY 11706,Bay Shore,['NY']
9,Victor Farmington Food Cpbrd,1246 Commercial Dr # B Farmington NY 14425,Farmington,['NY']
10,Meir Panim,5316 New Utrecht Ave Brooklyn NY 11219,Brooklyn,['NY']
11,Ecumenical Food Pantry Of White Plains,2 Fisher Ct White Plains NY 10601,White Plains,['NY']
12,Greece Ecumenical Food Shelf,500 Maiden Ln Rochester NY 14616,Rochester,['NY']
13,Island Harvest,199 2nd St Fl 2 Mineola NY 11501,Mineola,['NY']
14,Food For New York City,15 Hyatt St Staten Island NY 10301,Staten Island,['NY']
15,Food Bank For New York City,252 W 116th St New York NY 10026,New York,['NY']
16,Jasper Parish Food Pantry,6 Jasper Parrish Dr Buffalo NY 14207,Buffalo,['NY']
17,Food Bank For Westchester,200 Clearbrook Rd Ste 158 Elmsford NY 10523,Elmsford,['NY']
18,Independent Living Ctr,873 Route 45 Suite 108 New City NY 10956,New City,['NY']
19,Food Bank Of Wny,91 Holt St Buffalo NY 14206,Buffalo,['NY']
0,Country Kids Food Pantry,34 Goshen Ave Washingtonville NY 10992,Washingtonville,['NY']
1,North Tonawanda Inter-Church Food Pantry,100 Ridge Rd North Tonawanda NY 14120,North Tonawanda,['NY']
2,Our Lady Of Grace Comm Svc,15810 101st St Howard Beach NY 11414,Howard Beach,['NY']
3,Our Daily Bread Soup Kitchen,429 Route 25A East Setauket NY 11733,East Setauket,['NY']
4,Food Bank,39 E Broadway New York NY 10002,New York,['NY']
5,"Help For People, Inc.",93 Marine St Farmingdale NY 11735,Farmingdale,['NY']
6,Community Food Pantry,43 Elizabeth St Dansville NY 14437,Dansville,['NY']
7,Food Bank Of Wny,31 Water St # 4 Jamestown NY 14701,Jamestown,['NY']
8,Westfield Community Kitchen,12 Elm St Westfield NY 14787,Westfield,['NY']
9,Whitehall Emergency Food Pntry,56 Greenmount Cem Ln Whitehall NY 12887,Whitehall,['NY']
10,Bread Of Life Food Pantry,224 Main St Hudson Falls NY 12839,Hudson Falls,['NY']
11,The Open Door,47 Lawrence St Glens Falls NY 12801,Glens Falls,['NY']
12,Ecumenical Charity Program Food Pantry,169 Hillcrest Ave Lake Placid NY 12946,Lake Placid,['NY']
0,Second Harvest Food Bank Of Nc,3610 Reed St Winston Salem NC 27107,Winston Salem,['NC']
1,Food Bank Of Central & Eastern Nc,1314 Marstellar St Wilmington NC 28401,Wilmington,['NC']
2,Mt Olive Missionary Baptist,5003 Patton St Fayetteville NC 28303,Fayetteville,['NC']
3,Inter-Faith Food Shuttle,1001 Blair Dr Raleigh NC 27603,Raleigh,['NC']
4,Fairgrove Family Resource Center,159 Myrtle Dr Thomasville NC 27360,Thomasville,['NC']
5,Southern Alamance Family Empowerment,5950 S Nc Highway 87 Graham NC 27253,Graham,['NC']
6,Second Harvest Food Bank,406 Deep Creek Rd Fayetteville NC 28312,Fayetteville,['NC']
7,Fuquay-Varine Food Pantry,216 W Academy St Fuquay Varina NC 27526,Fuquay Varina,['NC']
8,Food Runners Collaborative Inc,1001 Blair Dr Raleigh NC 27603,Raleigh,['NC']
9,Blessed Table Food Pantry,3210-B Summit Ave Greensboro NC 27405,Greensboro,['NC']
10,Food Bank-Central & East,205 S Glenburnie Rd New Bern NC 28560,New Bern,['NC']
11,Foothills Food Pantry,233 Cooper St Dobson NC 27017,Dobson,['NC']
12,Food Pantry,126 Village Lake Rd Siler City NC 27344,Siler City,['NC']
13,Mary'S Kitchen,110 N Independence St Kinston NC 28501,Kinston,['NC']
14,West Davidson Food Pantry,4513 W Old US Highway 64 Lexington NC 27295,Lexington,['NC']
15,My Refuse,2020 W 5th St Lumberton NC 28358,Lumberton,['NC']
16,Food Bank Of Central And East Centr,205 Glenburnie Dr New Bern NC 28560,New Bern,['NC']
17,Food Bank Of Central & Eastern Nc,708 Gilbert St Durham NC 27701,Durham,['NC']
18,Good Shepherd Ministries,811 Martin St Wilmington NC 28401,Wilmington,['NC']
19,Second Harvest Food Bank Of Northwest North Carolina,3655 Reed St Winston Salem NC 27107,Winston Salem,['NC']
0,Ramseur Food Pantry,724 Liberty St Ramseur NC 27316,Ramseur,['NC']
1,Fairview Presbyterian Church,2058 Harper Ave NW Lenoir NC 28645,Lenoir,['NC']
2,Food For Thought Inc,Manteo NC 27954,Manteo,['NC']
3,Halleujah Soup Kitchen,1904 S Wilmington St Raleigh NC 27603,Raleigh,['NC']
4,Greene County Soup Kitchen,219 N Greene St Snow Hill NC 28580,Snow Hill,['NC']
5,Martha'S Kitchen,24 Iotla St Franklin NC 28734,Franklin,['NC']
6,Ram in the Bush Food Pantry,122 East Washington Street Rockingham NC 28380,Rockingham,['NC']
0,The Vandalia Butler Food Pantry,345 James Bohanan Dr Vandalia OH 45377,Vandalia,['OH']
1,Toledo Seagate Food Bank,526 High St Toledo OH 43609,Toledo,['OH']
2,Fish Food Pantry,1309 S Defiance St Archbold OH 43502,Archbold,['OH']
3,Martin Luther King Center Kitchen,650 Vance St Toledo OH 43604,Toledo,['OH']
4,Outreach Mustard Seed,5420 302nd St Toledo OH 43611,Toledo,['OH']
5,Nightingales Harvest,2820 W Alexis Rd Toledo OH 43613,Toledo,['OH']
6,Toledo Northwestern Ohio Food Bank,24 E Woodruff Ave Toledo OH 43604,Toledo,['OH']
7,The Way Station,125 W 5th St East Liverpool OH 43920,East Liverpool,['OH']
8,Nelson Garrettsville Cmnty,12157 State Route 88 Garrettsville OH 44231,Garrettsville,['OH']
9,Cadiz Food Pantry,142 E Warren St Cadiz OH 43907,Cadiz,['OH']
10,Alliance Community Pantry Inc,215 E Market St Alliance OH 44601,Alliance,['OH']
11,Catholic Charities,1925 W Main St Springfield OH 45504,Springfield,['OH']
12,Loaves & Fishes Food Pantry,211 Moody Ave SW Carrollton OH 44615,Carrollton,['OH']
13,F I S H,213 W 4th St East Liverpool OH 43920,East Liverpool,['OH']
14,Parma Heights Food Pantry,6369 Pearl Rd Parma Heights OH 44130,Parma Heights,['OH']
15,Caring & Sharing Food Pantry,103 N Main St Paulding OH 45879,Paulding,['OH']
16,Call Ministries,112 N Main St Celina OH 45822,Celina,['OH']
17,Gospel Tabernacle Food Pantry,1290 Mount Vernon Ave Columbus OH 43203,Columbus,['OH']
18,Community Kitchen Inc,640 Ohio St Zanesville OH 43701,Zanesville,['OH']
19,Near West Side Ecumenical Food Center,3610 Bridge Ave Cleveland OH 44113,Cleveland,['OH']
0,Tosm,1118 Beckman St SE Massillon OH 44646,Massillon,['OH']
1,Eer,101 Scott St Enon OH 45323,Enon,['OH']
2,Worthington Food Pantry & Rsrc,445 E Dublin Granville Rd Ste G Worthington OH 43085,Worthington,['OH']
3,Fish & Loaves The Bellevue,203 Maple St Bellevue OH 44811,Bellevue,['OH']
4,Laurelville Food Pantry,16138 Pike St Laurelville OH 43135,Laurelville,['OH']
5,Kiwanis Food Pantry,32301 Willowick Dr # 1 Willowick OH 44095,Willowick,['OH']
6,Nnemap Food Pantry,1066 N High St Columbus OH 43201,Columbus,['OH']
7,Plain City Food Pantry,156 W Main St Plain City OH 43064,Plain City,['OH']
8,Mary'S Kitchen,5023 New St Geneva OH 44041,Geneva,['OH']
9,Bread Of Life Food Pantry,8520 Carnegie Ave Cleveland OH 44106,Cleveland,['OH']
10,Strongsville Emergency Food,13259 Pearl Rd Strongsville OH 44136,Strongsville,['OH']
11,Second Harvest Food Bank Of Mahoning Valley,2805 Salt Springs Rd Youngstown OH 44509,Youngstown,['OH']
12,Greater Groveport Human Needs Food Pantry,595 Cherry Street Groveport OH 43125,Groveport,['OH']
13,Catholic Charities Swo,701 E Columbia St Springfield OH 45503,Springfield,['OH']
14,Marysville Food Pantry,333 Ash St Marysville OH 43040,Marysville,['OH']
15,Temple Of Faith Food Pantry,1417 Brentnell Ave Columbus OH 43219,Columbus,['OH']
16,Brother Hubbard Cupboard,6001 Woodland Ave Ste 1527 Cleveland OH 44104,Cleveland,['OH']
17,Community Corner Hunger & Family Center Wsem,8302 Detroit Ave Cleveland OH 44102,Cleveland,['OH']
18,P C M A Food Pantry Of Pickerington,70 Cross St Pickerington OH 43147,Pickerington,['OH']
19,Akron Canton Regional Foodbank,350 Opportunity Pkwy Akron OH 44307,Akron,['OH']
0,Dayton Donations,4265 meadowcroft rd Dayton OH 45403,Dayton,['OH']
1,Community Kitchen,15500 S Waterloo Rd Cleveland OH 44110,Cleveland,['OH']
2,Openm,941 Princeton St Akron OH 44311,Akron,['OH']
3,Agape Distribution,209 Brooklyn Ave Sidney OH 45365,Sidney,['OH']
4,Lancaster Food Pantry,2045 E Main St Lancaster OH 43130,Lancaster,['OH']
5,Scan Hunger Center Pantry,85 S Rocky River Dr Berea OH 44017,Berea,['OH']
6,Willard Area Food Bank,8 S Myrtle Ave Willard OH 44890,Willard,['OH']
7,Food Pantry,137 Maple St London OH 43140,London,['OH']
8,Bainbridge Are Food For Frnds,17826 Chillicothe Rd Chagrin Falls OH 44023,Chagrin Falls,['OH']
9,Barberton Food Pantry,196 S Van Buren Ave Ste B Barberton OH 44203,Barberton,['OH']
10,Food Rescue Of Ne Ohio,1557 E 27th St Cleveland OH 44114,Cleveland,['OH']
11,Start Right Community Development Corp,977 Caledonia Ave Cleveland OH 44112,Cleveland,['OH']
12,Brookside Center Resale Shop,3784 Pearl Rd Cleveland OH 44109,Cleveland,['OH']
13,Saint John Food Pantry,640 S Ohio Ave Columbus OH 43205,Columbus,['OH']
14,Faith Ministry'S Food Pantry,130 6 Eutohio Lorain OH 44052,Lorain,['OH']
15,Middleburg Heights Food Pantry,6877 Middlebrook Blvd Cleveland OH 44130,Cleveland,['OH']
16,Eastlake Area Kiwanis Inc Food Bank,1580 E 332nd St Eastlake OH 44095,Eastlake,['OH']
17,Good Samaritan Outreach Center,427 W Washington St Springfield OH 45506,Springfield,['OH']
18,Stark County Hunger Task Force,Canton OH 44707,Canton,['OH']
19,Love Center Food Pantry,1291 Massillon Rd Ste A Millersburg OH 44654,Millersburg,['OH']
0,Mid-Ohio Foodbank,3960 Brookham Drive Grove City OH 43123,Grove City,['OH']
1,Gleaners Food Bank,94 Pyatt St Youngstown OH 44502,Youngstown,['OH']
2,St James The Less St Vincent Dupual,1614 Oakland Park Ave Columbus OH 43224,Columbus,['OH']
3,Food Pantry,99 S Highland Ave Columbus OH 43223,Columbus,['OH']
4,Cleveland Foodbank Inc,15500 S Waterloo Rd Cleveland OH 44110,Cleveland,['OH']
5,Norwalk Area Food Bank,99 Whittlesey Ave # C Norwalk OH 44857,Norwalk,['OH']
6,Warm,150 Heatherdown Dr # A Westerville OH 43081,Westerville,['OH']
7,Food Pantry Network,1035 Brice St Newark OH 43055,Newark,['OH']
8,Saint Vincent De Paul Anam Pantry,2145 Broadview Rd Cleveland OH 44109,Cleveland,['OH']
9,Mt Zion Food Pantry,1514 16th St West Portsmouth OH 45663,West Portsmouth,['OH']
10,The Daily Bread Center,418 Walnut St Martins Ferry OH 43935,Martins Ferry,['OH']
11,Community Food Pantry,318 Front St Marietta OH 45750,Marietta,['OH']
12,Oak Hill Food Pantry,105 W Main St Oak Hill OH 45656,Oak Hill,['OH']
13,Mid Ohio Food Bank,611 Walnut St Martins Ferry OH 43935,Martins Ferry,['OH']
14,Western Washington County Food,18 High St Vincent OH 45784,Vincent,['OH']
15,Neighbor To Neighbor Mnstrs,1640 Highland Ave Portsmouth OH 45662,Portsmouth,['OH']
0,Food Bank,421 S Water St Silverton OR 97381,Silverton,['OR']
1,Urban Pantry,1128 NW Lovejoy St Portland OR 97209,Portland,['OR']
2,Stayton Community Food Bank,1210 Wilco Rd Stayton OR 97383,Stayton,['OR']
3,Oregon Food Bank,7900 NE 33rd Dr Portland OR 97211,Portland,['OR']
4,St Vincent De Paul Food Bank,51555 SW Old Portland Rd Scappoose OR 97056,Scappoose,['OR']
5,Next Chapter Food Pantry,762 SW 5th St Ontario OR 97914,Ontario,['OR']
6,Nyssa Food Pantry,415 Main St Nyssa OR 97913,Nyssa,['OR']
7,Windy River Gleaners,3400 Crates Way The Dalles OR 97058,The Dalles,['OR']
8,Klamath Lake County Food Bank,3231 Maywood Dr Klamath Falls OR 97603,Klamath Falls,['OR']
9,Table Rock Food Pantry,2990 N Pacific Hwy Medford OR 97501,Medford,['OR']
10,Food Share,535 NE 1st St Newport OR 97365,Newport,['OR']
11,South Benton Community Food,648 Orchard St Monroe OR 97456,Monroe,['OR']
12,Fish Food Bank-Odell,3440 Odell Hwy Hood River OR 97031,Hood River,['OR']
